rpm,engine_temperature,battery_voltage,fuel_pressure,engine_load,fault_type,dtc_code,sae_definition,subsystem,severity,standard_procedure
2425.2,87.3,14.06,30.4,33.8,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1678.1,89.9,14.53,43.8,48.9,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
2904.3,84.8,14.25,48.8,44.2,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1657.1,90.0,11.44,44.2,40.1,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2632.2,89.9,13.83,27.6,64.9,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
1932.3,92.5,15.47,45.4,47.7,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2186.6,91.3,14.03,48.4,45.3,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
1249.1,94.3,14.5,14.0,64.3,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2007.2,98.1,13.9,22.6,49.8,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2586.3,91.9,13.51,34.0,91.8,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
788.5,97.1,14.11,43.7,71.8,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3678.0,93.5,13.28,19.4,71.9,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2210.0,86.0,10.69,39.0,30.7,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1370.1,93.7,11.92,46.6,23.9,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
2265.8,104.3,13.32,47.6,74.1,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2023.0,92.2,10.72,53.1,34.1,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
3448.3,104.9,13.32,42.1,40.0,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1545.6,85.0,13.94,47.4,40.8,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
3977.7,90.0,12.96,42.0,93.2,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2426.5,95.6,14.39,29.9,43.7,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
800.0,95.1,13.72,71.2,73.2,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
564.8,91.8,13.39,39.6,79.9,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
692.1,97.2,14.03,47.4,73.3,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2668.5,96.7,13.59,36.8,86.9,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3112.8,96.7,13.86,45.9,91.9,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2691.3,107.3,13.39,43.9,96.0,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2164.0,89.9,13.96,26.3,62.1,Fuel System,P0087,Fuel Rail / System Pressure Too Low,Powertrain - Fuel Delivery & Rail Hydraulics,Warning,"Execute SAE J2012 fuel delivery diagnostic: test low-pressure in-tank fuel pump delivery rate, inspect fuel filter for particulate clogging, verify high-pressure rail relief valve, and inspect injector spray patterns."
2368.0,124.6,13.12,41.5,65.6,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
647.4,108.1,13.3,43.1,97.5,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
1494.2,119.7,13.69,43.2,95.3,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2862.9,112.8,13.08,40.7,56.8,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
1630.6,93.4,14.07,46.0,42.7,Normal,P0000,Nominal Operation - No Diagnostic Trouble Code Detected,Powertrain - All Subsystems Nominal,Normal,Vehicle operating within certified SAE J1979 parameters. No technician intervention required.
700.0,81.6,11.23,46.7,16.8,Battery/Electrical,P0562,System Voltage Low / Charging Circuit Failure,Powertrain - Electrical & Alternator System,Warning,"Execute SAE J2012 charging system test: test alternator output under load, measure battery cold cranking amps (CCA) and internal resistance, check drive belt tension, and inspect chassis ground loops."
1677.7,105.5,13.75,43.6,65.4,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
4172.1,100.6,13.99,40.1,88.7,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
2715.7,117.2,14.16,50.1,74.1,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
2812.0,102.8,13.6,42.0,79.1,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
684.4,97.2,14.23,51.1,67.9,Engine Mechanical,P0300,Random / Multiple Cylinder Misfire Detected,Powertrain - Cylinder Compression & Ignition Mechanical,Critical,"Execute SAE J2012 misfire diagnostic procedure: inspect ignition coil pack waveform, inspect spark plug electrode gap and carbon fouling, perform cylinder compression test, and check for intake manifold vacuum leaks."
3061.0,108.5,12.91,46.2,61.7,Cooling System,P0217,Engine Coolant Overtemperature Condition,Powertrain - Thermal Management & Cooling,Critical,"Execute SAE J2012 cooling diagnostic tree: inspect thermostat opening valve, verify radiator cooling fan relay activation, inspect water pump flow, and pressure-test cooling circuit for head gasket breach."
